event,date,favourite,favourite_odds,underdog,underdog_odds,result
UFC Fight Night: Błachowicz vs. Rakić,14th May 2022,Davey Grant,1.36,Louis Smolka,3.45,Favourite
UFC Fight Night: Błachowicz vs. Rakić,14th May 2022,Katlyn Chookagian,1.58,Amanda Ribas,2.65,Favourite
UFC Fight Night: Błachowicz vs. Rakić,14th May 2022,Manuel Torres,1.8,Frank Camacho,2.15,Favourite
UFC Fight Night: Błachowicz vs. Rakić,14th May 2022,Jake Hadley,1.5,Allan Nascimento,2.8,Underdog
UFC Fight Night: Błachowicz vs. Rakić,14th May 2022,Andrea Lee,1.82,Viviane Araujo,2.15,Underdog
UFC Fight Night: Błachowicz vs. Rakić,14th May 2022,Michael Johnson,1.68,Alan Patrick,2.43,Favourite
UFC Fight Night: Błachowicz vs. Rakić,14th May 2022,Virna Jandiroba,1.53,Angela Hill,2.85,Favourite
UFC Fight Night: Błachowicz vs. Rakić,14th May 2022,Tatsuro Taira,1.33,Carlos Candelario,3.8,Favourite
UFC Fight Night: Błachowicz vs. Rakić,14th May 2022,Nick Maximov,1.29,Andre Petroski,4.7,Underdog
UFC Fight Night: Holm vs. Vieira,21st May 2022,Holly Holm,1.45,Ketlen Vieira,3.0,Underdog
UFC Fight Night: Holm vs. Vieira,21st May 2022,Michel Pereira,1.77,Santiago Ponzinibbio,2.25,Favourite
UFC Fight Night: Holm vs. Vieira,21st May 2022,Dusko Todorovic,inf,Chidi Njokuani,inf,Underdog
UFC Fight Night: Holm vs. Vieira,21st May 2022,Tabatha Ricci,1.79,Polyana Viana,2.15,Favourite
UFC Fight Night: Holm vs. Vieira,21st May 2022,Jun Yong Park,1.54,Eryk Anders,2.75,Favourite
UFC Fight Night: Holm vs. Vieira,21st May 2022,Joseph Holmes,1.56,Alen Amedovski,2.87,Favourite
UFC Fight Night: Holm vs. Vieira,21st May 2022,Parker Porter,inf,Jailton Junior,inf,Underdog
UFC Fight Night: Holm vs. Vieira,21st May 2022,Omar Morales,1.8,Uros Medic,2.25,Underdog
UFC Fight Night: Holm vs. Vieira,21st May 2022,Jonathan Martinez,1.41,Vincent Morales,3.3,Favourite
UFC Fight Night: Holm vs. Vieira,21st May 2022,Felipe Colares,1.71,Chase Hooper,2.62,Underdog
UFC Fight Night: Holm vs. Vieira,21st May 2022,Elise Reed,1.79,Sam Hughes,2.32,Underdog
UFC 275,11th Jun 2022,Jiri Prochazka,1.51,Glover Teixeira,2.88,Favourite
UFC 275,11th Jun 2022,Valentina Shevchenko,1.2,Taila Santos,6.5,Favourite
UFC 275,11th Jun 2022,Weili Zhang,1.65,Joanna Jedrzejczyk,2.5,Favourite
UFC 275,11th Jun 2022,Jake Matthews,2.0,Andre Fialho,2.02,Favourite
UFC 275,11th Jun 2022,Jack Della Maddalena,1.59,Ramazan Emeev,2.62,Favourite
UFC 275,11th Jun 2022,Seung Woo Choi,1.48,Joshua Culibao,2.94,Underdog
UFC 275,11th Jun 2022,Steve Garcia,1.57,Hayisaer Maheshate,2.85,Underdog
UFC 275,11th Jun 2022,Brendan Allen,1.37,Jacob Malkoun,3.6,Favourite
UFC 275,11th Jun 2022,Danaa Batgerel,2.05,Kyung Ho Kang,2.1,Underdog
UFC 275,11th Jun 2022,Na Liang,1.9,Silvana Gomez Juarez,2.1,Underdog
UFC 275,11th Jun 2022,Joselyne Edwards,1.61,Ramona Pascual,2.5,Favourite
UFC Fight Night: Kattar vs. Emmett,18th Jun 2022,Calvin Kattar,1.42,Josh Emmett,3.35,Underdog
UFC Fight Night: Kattar vs. Emmett,18th Jun 2022,Kevin Holland,1.32,Tim Means,3.85,Favourite
UFC Fight Night: Kattar vs. Emmett,18th Jun 2022,Albert Duraev,1.5,Joaquin Buckley,2.95,Underdog
UFC Fight Night: Kattar vs. Emmett,18th Jun 2022,Damir Ismagulov,1.51,Guram Kutateladze,2.9,Favourite
UFC Fight Night: Kattar vs. Emmett,18th Jun 2022,Gregory Rodrigues,1.65,Julian Marquez,2.5,Favourite
UFC Fight Night: Kattar vs. Emmett,18th Jun 2022,Adrian Yanez,1.36,Tony Kelley,3.7,Favourite
UFC Fight Night: Kattar vs. Emmett,18th Jun 2022,Jasmine Jasudavicius,1.42,Natalia Cristina da Silva,3.2,Underdog
UFC Fight Night: Kattar vs. Emmett,18th Jun 2022,Jeremiah Wells,2.0,Court McGee,3.05,Favourite
UFC Fight Night: Kattar vs. Emmett,18th Jun 2022,Ricardo Ramos,1.34,Danny Chavez,3.85,Favourite
UFC Fight Night: Kattar vs. Emmett,18th Jun 2022,Gloria de Paula,1.39,Maria Oliveira,3.6,Underdog
UFC Fight Night: Kattar vs. Emmett,18th Jun 2022,Cody Stamann,1.17,Eddie Wineland,7.0,Favourite
UFC Fight Night: Kattar vs. Emmett,18th Jun 2022,Phil Hawes,1.4,Deron Winn,3.3,Favourite
UFC Fight Night: Kattar vs. Emmett,18th Jun 2022,Kyle Daukaus,1.42,Roman Dolidze,3.4,Underdog
UFC Fight Night: Tsarukyan vs. Gamrot,25th Jun 2022,Arman Tsarukyan,1.43,Mateusz Gamrot,3.25,Underdog
UFC Fight Night: Tsarukyan vs. Gamrot,25th Jun 2022,Shavkat Rakhmonov,1.23,Neil Magny,5.0,Favourite
UFC Fight Night: Tsarukyan vs. Gamrot,25th Jun 2022,Josh Parisian,1.9,Alan Baudot,2.16,Favourite
UFC Fight Night: Tsarukyan vs. Gamrot,25th Jun 2022,Thiago Moises,1.44,Christos Giagos,3.2,Favourite
UFC Fight Night: Tsarukyan vs. Gamrot,25th Jun 2022,Umar Nurmagomedov,1.11,Nathan Maness,8.0,Favourite
UFC Fight Night: Tsarukyan vs. Gamrot,25th Jun 2022,Chris Curtis,1.93,Rodolfo Vieira,2.1,Favourite
UFC Fight Night: Tsarukyan vs. Gamrot,25th Jun 2022,Tafon Nchukwi,1.74,Carlos Ulberg,2.35,Underdog
UFC Fight Night: Tsarukyan vs. Gamrot,25th Jun 2022,T.J. Brown,1.5,Yilan Sha,2.87,Underdog
UFC Fight Night: Tsarukyan vs. Gamrot,25th Jun 2022,Sergey Morozov,1.65,Raulian Paiva,2.45,Favourite
UFC Fight Night: Tsarukyan vs. Gamrot,25th Jun 2022,J.P. Buys,1.93,Cody Durden,2.0,Underdog
UFC Fight Night: Tsarukyan vs. Gamrot,25th Jun 2022,Mario Bautista,1.57,Brian Kelleher,2.75,Favourite
UFC Fight Night: Tsarukyan vs. Gamrot,25th Jun 2022,Jinh Yu Frey,1.45,Vanessa Demopoulos,3.0,Underdog
UFC 276,2nd Jul 2022,Israel Adesanya,1.2,Jared Cannonier,5.6,Favourite
UFC 276,2nd Jul 2022,Alex Volkanovski,1.57,Max Holloway,2.72,Favourite
UFC 276,2nd Jul 2022,Sean Strickland,1.85,Alex Pereira,2.14,Underdog
UFC 276,2nd Jul 2022,Bryan Barberena,2.0,Robbie Lawler,2.02,Favourite
UFC 276,2nd Jul 2022,Sean O'Malley,1.34,Pedro Munhoz,3.6,Draw
UFC 276,2nd Jul 2022,Jalin Turner,1.67,Brad Riddell,2.4,Favourite
UFC 276,2nd Jul 2022,Jim Miller,1.57,Donald Cerrone,2.65,Favourite
UFC 276,2nd Jul 2022,Gabriel Green,inf,Ian Garry,inf,Underdog
UFC 276,2nd Jul 2022,Dricus Du Plessis,1.62,Brad Tavares,2.6,Favourite
UFC 276,2nd Jul 2022,Urijah Hall,inf,Andre Muniz,inf,Underdog
UFC 276,2nd Jul 2022,Maycee Barber,1.33,Jessica Eye,3.75,Favourite
UFC 276,2nd Jul 2022,Jessica-Rose Clark,1.69,Julija Stoliarenko,2.35,Underdog
UFC Fight Night: Dos Anjos vs. Fiziev,9th Jul 2022,Rafael Fiziev,1.5,Rafael dos Anjos,2.84,Favourite
UFC Fight Night: Dos Anjos vs. Fiziev,9th Jul 2022,Caio Borralho,1.44,Armen Petrosyan,3.3,Favourite
UFC Fight Night: Dos Anjos vs. Fiziev,9th Jul 2022,Said Nurmagomedov,1.22,Douglas Silva de Andrade,4.8,Favourite
UFC Fight Night: Dos Anjos vs. Fiziev,9th Jul 2022,Jared Vanderaa,1.48,Chase Sherman,2.98,Underdog
UFC Fight Night: Dos Anjos vs. Fiziev,9th Jul 2022,Ricky Turcios,1.51,Aiemann Zahabi,3.1,Underdog
UFC Fight Night: Dos Anjos vs. Fiziev,9th Jul 2022,Jamie Mullarkey,1.44,Michael Johnson,2.95,Favourite
UFC Fight Night: Dos Anjos vs. Fiziev,9th Jul 2022,Tresean Gore,1.8,Cody Brundage,2.4,Underdog
UFC Fight Night: Dos Anjos vs. Fiziev,9th Jul 2022,Antonina Shevchenko,1.58,Cortney Casey,2.57,Favourite
UFC Fight Night: Dos Anjos vs. Fiziev,9th Jul 2022,David Onama,1.13,Garrett Armfield,7.1,Favourite
UFC Fight Night: Dos Anjos vs. Fiziev,9th Jul 2022,Kennedy Nzechukwu,1.63,Karl Roberson,2.46,Favourite
UFC Fight Night: Dos Anjos vs. Fiziev,9th Jul 2022,Ronnie Lawrence,1.83,Saidyokub Kakhramonov,2.12,Underdog
UFC Fight Night: Ortega vs. Rodriguez,16th Jul 2022,Brian Ortega,1.57,Yair Rodriguez,2.7,Underdog
UFC Fight Night: Ortega vs. Rodriguez,16th Jul 2022,Amanda Lemos,1.33,Michelle Waterson,3.65,Favourite
UFC Fight Night: Ortega vs. Rodriguez,16th Jul 2022,Muslim Salikhov,1.7,Li Jingliang,2.36,Underdog
UFC Fight Night: Ortega vs. Rodriguez,16th Jul 2022,Su Mudaerji,1.38,Matt Schnell,3.25,Underdog
UFC Fight Night: Ortega vs. Rodriguez,16th Jul 2022,Shane Burgos,1.6,Charles Jourdain,2.6,Favourite
UFC Fight Night: Ortega vs. Rodriguez,16th Jul 2022,Miesha Tate,1.5,Lauren Murphy,2.8,Underdog
UFC Fight Night: Ortega vs. Rodriguez,16th Jul 2022,Punahele Soriano,1.44,Dalcha Lungiambula,3.3,Favourite
UFC Fight Night: Ortega vs. Rodriguez,16th Jul 2022,Jack Shore,1.59,Ricky Simon,2.64,Underdog
UFC Fight Night: Ortega vs. Rodriguez,16th Jul 2022,Bill Algeo,1.5,Herbert Burns,2.85,Favourite
UFC Fight Night: Ortega vs. Rodriguez,16th Jul 2022,Da Un Jung,1.83,Dustin Jacoby,2.2,Underdog
UFC Fight Night: Ortega vs. Rodriguez,16th Jul 2022,Dustin Stoltzfus,1.83,Dwight Grant,2.25,Favourite
UFC Fight Night: Ortega vs. Rodriguez,16th Jul 2022,Emily Ducote,1.65,Jessica Penne,2.54,Favourite
UFC Fight Night: Blaydes vs. Aspinall,23rd Jul 2022,Tom Aspinall,1.74,Curtis Blaydes,2.35,Underdog
UFC Fight Night: Blaydes vs. Aspinall,23rd Jul 2022,Jack Hermansson,1.95,Chris Curtis,1.96,Favourite
UFC Fight Night: Blaydes vs. Aspinall,23rd Jul 2022,Paddy Pimblett,1.41,Jordan Leavitt,3.5,Favourite
UFC Fight Night: Blaydes vs. Aspinall,23rd Jul 2022,Nikita Krylov,1.53,Alexander Gustafsson,2.8,Favourite
UFC Fight Night: Blaydes vs. Aspinall,23rd Jul 2022,Molly McCann,1.25,Hannah Goldy,5.0,Favourite
UFC Fight Night: Blaydes vs. Aspinall,23rd Jul 2022,Volkan Oezdemir,1.75,Paul Craig,2.32,Favourite
UFC Fight Night: Blaydes vs. Aspinall,23rd Jul 2022,Mason Jones,1.26,Ludovit Klein,4.7,Underdog
UFC Fight Night: Blaydes vs. Aspinall,23rd Jul 2022,Marc Diakiese,1.29,Damir Hadzovic,4.5,Favourite
UFC Fight Night: Blaydes vs. Aspinall,23rd Jul 2022,Nathaniel Wood,1.19,Charles Rosa,5.5,Favourite
UFC Fight Night: Blaydes vs. Aspinall,23rd Jul 2022,Jonathan Pearce,1.69,Makwan Amirkhani,2.65,Favourite
UFC Fight Night: Blaydes vs. Aspinall,23rd Jul 2022,Muhammad Mokaev,1.24,Charles Johnson,5.1,Favourite
UFC Fight Night: Blaydes vs. Aspinall,23rd Jul 2022,Jai Herbert,1.37,Kyle Nelson,3.48,Favourite
UFC Fight Night: Blaydes vs. Aspinall,23rd Jul 2022,Mandy Bohm,1.91,Victoria Leonardo,2.0,Underdog
UFC Fight Night: Blaydes vs. Aspinall,23rd Jul 2022,Nicolas Dalby,1.49,Claudio Silva,3.05,Favourite
UFC 277,30th Jul 2022,Amanda Nunes,1.41,Julianna Pena,3.3,Favourite
UFC 277,30th Jul 2022,Brandon Moreno,1.5,Kai Kara-France,2.8,Favourite
UFC 277,30th Jul 2022,Sergey Pavlovich,2.02,Derrick Lewis,2.35,Favourite
UFC 277,30th Jul 2022,Alexandre Pantoja,1.64,Alex Perez,2.7,Favourite
UFC 277,30th Jul 2022,Magomed Ankalaev,1.21,Anthony Smith,5.6,Favourite
UFC 277,30th Jul 2022,Matt Semelsberger,1.62,Alex Morono,2.65,Underdog
UFC 277,30th Jul 2022,Drew Dober,1.61,Rafael Alves,2.9,Favourite
UFC 277,30th Jul 2022,Don'tale Mayes,1.87,Hamdy Abdelwahab,2.95,Underdog
UFC 277,30th Jul 2022,Drakkar Klose,1.5,Rafa Garcia,2.87,Favourite
UFC 277,30th Jul 2022,Michael Morales,1.17,Adam Fugitt,6.0,Favourite
UFC 277,30th Jul 2022,Joselyne Edwards,1.83,Ji Yeon Kim,2.15,Favourite
UFC 277,30th Jul 2022,Ihor Potieria,2.2,Nick Negumereanu,2.37,Underdog
UFC 277,30th Jul 2022,Orion Cosce,1.5,Mike Mathetha,2.75,Favourite
UFC Fight Night: Santos vs. Hill,6th Aug 2022,Jamahal Hill,1.38,Thiago Santos,3.85,Favourite
UFC Fight Night: Santos vs. Hill,6th Aug 2022,Vicente Luque,1.62,Geoff Neal,2.8,Underdog
UFC Fight Night: Santos vs. Hill,6th Aug 2022,Zac Pauga,1.36,Mohammed Usman,3.4,Underdog
UFC Fight Night: Santos vs. Hill,6th Aug 2022,Juliana Miller,1.74,Brogan Walker,2.2,Favourite
UFC Fight Night: Santos vs. Hill,6th Aug 2022,Sergey Spivak,1.45,Augusto Sakai,3.8,Favourite
UFC Fight Night: Santos vs. Hill,6th Aug 2022,Terrance McKinney,1.12,Erick Gonzalez,8.5,Favourite
UFC Fight Night: Santos vs. Hill,6th Aug 2022,Michal Oleksiejczuk,1.25,Sam Alvey,6.2,Favourite
UFC Fight Night: Santos vs. Hill,6th Aug 2022,Bryan Battle,1.45,Takashi Sato,3.7,Favourite
UFC Fight Night: Santos vs. Hill,6th Aug 2022,Cory McKenna,1.53,Miranda Granger,2.76,Favourite
UFC Fight Night: Santos vs. Hill,6th Aug 2022,Mayra Bueno Silva,2.15,Stephanie Egger,2.5,Favourite
UFC 278,20th Aug 2022,Kamaru Usman,1.32,Leon Edwards,4.0,Underdog
UFC 278,20th Aug 2022,Paulo Costa,1.3,Luke Rockhold,4.1,Favourite
UFC 278,20th Aug 2022,Merab Dvalishvili,1.8,Jose Aldo,2.45,Favourite
UFC 278,20th Aug 2022,Lucie Pudilova,1.72,Yanan Wu,2.35,Favourite
UFC 278,20th Aug 2022,Tyson Pedro,1.13,Harry Hunsucker,7.6,Favourite
UFC 278,20th Aug 2022,Alexander Romanov,1.32,Marcin Tybura,4.0,Underdog
UFC 278,20th Aug 2022,Jared Gordon,1.38,Leonardo Santos,3.4,Favourite
UFC 278,20th Aug 2022,Sean Woodson,1.29,Luis Saldana,4.2,Draw
UFC 278,20th Aug 2022,A.J. Fletcher,1.62,Ange Loosa,2.43,Underdog
UFC 278,20th Aug 2022,Amir Albazi,1.22,Francisco Figueiredo,5.1,Favourite
UFC 278,20th Aug 2022,Qileng Aori,1.74,Jay Perrin,2.15,Favourite
UFC 278,20th Aug 2022,Victor Altamirano,1.65,Daniel Lacerda,2.45,Favourite
UFC Fight Night: Gane vs. Tuivasa,3rd Sep 2022,Ciryl Gane,1.21,Tai Tuivasa,5.25,Favourite
UFC Fight Night: Gane vs. Tuivasa,3rd Sep 2022,Robert Whittaker,1.5,Marvin Vettori,2.9,Favourite
UFC Fight Night: Gane vs. Tuivasa,3rd Sep 2022,Nassourdine Imavov,1.42,Joaquin Buckley,3.15,Favourite
UFC Fight Night: Gane vs. Tuivasa,3rd Sep 2022,Roman Kopylov,1.93,Alessio Di Chirico,2.0,Favourite
UFC Fight Night: Gane vs. Tuivasa,3rd Sep 2022,William Gomis,1.47,Jarno Errens,3.0,Favourite
UFC Fight Night: Gane vs. Tuivasa,3rd Sep 2022,Charles Jourdain,1.71,Nathaniel Wood,2.3,Underdog
UFC Fight Night: Gane vs. Tuivasa,3rd Sep 2022,Abusupiyan Magomedov,1.36,Dustin Stoltzfus,3.55,Favourite
UFC Fight Night: Gane vs. Tuivasa,3rd Sep 2022,Nasrat Haqparast,1.44,John Makdessi,3.2,Favourite
UFC Fight Night: Gane vs. Tuivasa,3rd Sep 2022,Michal Figlak,1.54,Fares Ziam,2.83,Underdog
UFC Fight Night: Gane vs. Tuivasa,3rd Sep 2022,Benoit Saint-Denis,1.34,Gabriel Miranda,3.8,Favourite
UFC Fight Night: Gane vs. Tuivasa,3rd Sep 2022,Khalid Taha,1.91,Christian Quinonez,2.06,Underdog
UFC Fight Night: Gane vs. Tuivasa,3rd Sep 2022,Stephanie Egger,1.4,Ailin Perez,3.25,Favourite
UFC Fight Night: Sandhagen vs. Song,17th Sep 2022,Cory Sandhagen,1.51,Yadong Song,2.76,Favourite
UFC Fight Night: Sandhagen vs. Song,17th Sep 2022,Chidi Njokuani,1.81,Gregory Rodrigues,2.12,Underdog
UFC Fight Night: Sandhagen vs. Song,17th Sep 2022,Andre Fili,1.8,Bill Algeo,2.15,Favourite
UFC Fight Night: Sandhagen vs. Song,17th Sep 2022,Joe Pyfer,1.2,Alen Amedovski,5.5,Favourite
UFC Fight Night: Sandhagen vs. Song,17th Sep 2022,Tanner Boser,inf,Rodrigo Nascimento Ferreira,inf,Underdog
UFC Fight Night: Sandhagen vs. Song,17th Sep 2022,Anthony Hernandez,1.5,Marc-Andre Barriault,2.85,Favourite
UFC Fight Night: Sandhagen vs. Song,17th Sep 2022,Pat Sabatini,1.53,Damon Jackson,2.85,Underdog
UFC Fight Night: Sandhagen vs. Song,17th Sep 2022,Trevin Giles,1.5,Louis Cosce,2.87,Favourite
UFC Fight Night: Sandhagen vs. Song,17th Sep 2022,Loma Lookboonmee,1.5,Denise Gomes,2.85,Favourite
UFC Fight Night: Sandhagen vs. Song,17th Sep 2022,Daniel Zellhuber,1.29,Trey Ogden,4.75,Underdog
UFC Fight Night: Sandhagen vs. Song,17th Sep 2022,Gillian Robertson,1.68,Mariya Agapova,2.35,Favourite
UFC Fight Night: Sandhagen vs. Song,17th Sep 2022,Javid Basharat,1.64,Tony Gravely,2.5,Favourite
UFC Fight Night: Sandhagen vs. Song,17th Sep 2022,Nikolas Motta,1.76,Cameron VanCamp,2.4,Favourite
UFC Fight Night: Dern vs. Yan,1st Oct 2022,Mackenzie Dern,1.5,Yan Xiaonan,2.7,Underdog
UFC Fight Night: Dern vs. Yan,1st Oct 2022,Randy Brown,1.31,Francisco Trinaldo,3.8,Favourite
UFC Fight Night: Dern vs. Yan,1st Oct 2022,Raoni Barcelos,1.4,Trevin Jones,3.2,Favourite
UFC Fight Night: Dern vs. Yan,1st Oct 2022,Sodiq Yusuff,1.11,Don Shainis,8.5,Favourite
UFC Fight Night: Dern vs. Yan,1st Oct 2022,Mike Davis,1.57,Viacheslav Borshchev,2.61,Favourite
UFC Fight Night: Dern vs. Yan,1st Oct 2022,John Castaneda,1.56,Daniel Santos,2.67,Underdog
UFC Fight Night: Dern vs. Yan,1st Oct 2022,Ilir Latifi,1.56,Aleksei Oleinik,2.8,Favourite
UFC Fight Night: Dern vs. Yan,1st Oct 2022,Joaquim Silva,1.81,Jesse Ronson,2.2,Favourite
UFC Fight Night: Dern vs. Yan,1st Oct 2022,Krzysztof Jotko,1.91,Brendan Allen,2.06,Underdog
UFC Fight Night: Dern vs. Yan,1st Oct 2022,Julija Stoliarenko,1.8,Chelsea Chandler,2.13,Underdog
UFC Fight Night: Dern vs. Yan,1st Oct 2022,Randy Costa,1.36,Guido Cannetti,3.65,Underdog
UFC Fight Night: Grasso vs. Araujo,15th Oct 2022,Alexa Grasso,1.48,Viviane Araujo,2.9,Favourite
UFC Fight Night: Grasso vs. Araujo,15th Oct 2022,Jonathan Martinez,1.49,Cub Swanson,2.9,Favourite
UFC Fight Night: Grasso vs. Araujo,15th Oct 2022,Dusko Todorovic,1.48,Jordan Wright,2.9,Favourite
UFC Fight Night: Grasso vs. Araujo,15th Oct 2022,Victor Henry,1.26,Raphael Assuncao,4.5,Underdog
UFC Fight Night: Grasso vs. Araujo,15th Oct 2022,Alonzo Menifield,1.53,Misha Cirkunov,2.8,Favourite
UFC Fight Night: Grasso vs. Araujo,15th Oct 2022,Mana Martinez,1.7,Brandon Davis,2.37,Favourite
UFC Fight Night: Grasso vs. Araujo,15th Oct 2022,Nick Maximov,1.77,Jacob Malkoun,2.2,Underdog
UFC Fight Night: Grasso vs. Araujo,15th Oct 2022,Joanderson Brito,1.28,Lucas Alexander,4.65,Favourite
UFC Fight Night: Grasso vs. Araujo,15th Oct 2022,Piera Rodriguez,1.6,Sam Hughes,2.55,Favourite
UFC Fight Night: Grasso vs. Araujo,15th Oct 2022,Tatsuro Taira,1.42,Carlos Vergara,3.55,Favourite
UFC Fight Night: Grasso vs. Araujo,15th Oct 2022,Pete Rodriguez,1.15,Mike Jackson,6.25,Favourite
UFC Fight Night: Kattar vs. Allen,29th Oct 2022,Arnold Allen,1.88,Calvin Kattar,2.15,Favourite
UFC Fight Night: Kattar vs. Allen,29th Oct 2022,Max Griffin,1.54,Tim Means,2.66,Favourite
UFC Fight Night: Kattar vs. Allen,29th Oct 2022,Waldo Cortes-Acosta,1.49,Jared Vanderaa,2.88,Favourite
UFC Fight Night: Kattar vs. Allen,29th Oct 2022,Josh Fremd,1.65,Tresean Gore,2.4,Underdog
UFC Fight Night: Kattar vs. Allen,29th Oct 2022,Dustin Jacoby,1.57,Khalil Rountree,2.62,Underdog
UFC Fight Night: Kattar vs. Allen,29th Oct 2022,Phil Hawes,1.57,Roman Dolidze,2.63,Underdog
UFC Fight Night: Kattar vs. Allen,29th Oct 2022,Marcos Rogerio de Lima,1.4,Andrei Arlovski,3.15,Favourite
UFC Fight Night: Kattar vs. Allen,29th Oct 2022,Jun Yong Park,1.5,Joseph Holmes,2.94,Favourite
UFC Fight Night: Kattar vs. Allen,29th Oct 2022,Chase Hooper,1.33,Steve Garcia,3.75,Underdog
UFC Fight Night: Kattar vs. Allen,29th Oct 2022,Carlos Mota,1.65,Cody Durden,2.45,Underdog
UFC Fight Night: Kattar vs. Allen,29th Oct 2022,Christian Rodriguez,1.25,Joshua Weems,4.5,Favourite
UFC Fight Night: Rodriguez vs. Lemos,5th Nov 2022,Marina Alcalde Rodriguez,1.44,Amanda Lemos,3.22,Underdog
UFC Fight Night: Rodriguez vs. Lemos,5th Nov 2022,Neil Magny,1.91,Daniel Rodriguez,2.0,Favourite
UFC Fight Night: Rodriguez vs. Lemos,5th Nov 2022,Yilan Sha,1.33,Darrick Minner,4.3,Favourite
UFC Fight Night: Rodriguez vs. Lemos,5th Nov 2022,Tagir Ulanbekov,1.44,Nathan Maness,3.11,Favourite
UFC Fight Night: Rodriguez vs. Lemos,5th Nov 2022,Grant Dawson,1.5,Mark O. Madsen,2.9,Favourite
UFC Fight Night: Rodriguez vs. Lemos,5th Nov 2022,Miranda Maverick,1.14,Shanna Young,8.25,Favourite
UFC Fight Night: Rodriguez vs. Lemos,5th Nov 2022,Mario Bautista,1.3,Benito Lopez,4.5,Favourite
UFC Fight Night: Rodriguez vs. Lemos,5th Nov 2022,Polyana Viana,1.74,Jinh Yu Frey,2.25,Favourite
UFC Fight Night: Rodriguez vs. Lemos,5th Nov 2022,Johnny Munoz,1.4,Liudvik Sholinian,3.0,Favourite
UFC Fight Night: Rodriguez vs. Lemos,5th Nov 2022,Jake Hadley,1.38,Carlos Candelario,3.35,Favourite
UFC Fight Night: Rodriguez vs. Lemos,5th Nov 2022,Tamires Vidal,1.95,Ramona Pascual,2.1,Favourite
UFC Fight Night: Nzechukwu vs. Cutelaba,19th Nov 2022,Kennedy Nzechukwu,1.58,Ion Cutelaba,2.7,Favourite
UFC Fight Night: Nzechukwu vs. Cutelaba,19th Nov 2022,Waldo Cortes-Acosta,1.44,Chase Sherman,3.1,Favourite
UFC Fight Night: Nzechukwu vs. Cutelaba,19th Nov 2022,Muslim Salikhov,1.95,Andre Fialho,2.0,Favourite
UFC Fight Night: Nzechukwu vs. Cutelaba,19th Nov 2022,Jack Della Maddalena,1.17,Danny Roberts,9.0,Favourite
UFC Fight Night: Nzechukwu vs. Cutelaba,19th Nov 2022,Charles Johnson,1.61,Zhalgas Zhumagulov,2.52,Favourite
UFC Fight Night: Nzechukwu vs. Cutelaba,19th Nov 2022,Maryna Moroz,1.67,Jennifer Maia,2.63,Underdog
UFC Fight Night: Nzechukwu vs. Cutelaba,19th Nov 2022,Miles Johns,1.59,Vincent Morales,2.5,Favourite
UFC Fight Night: Nzechukwu vs. Cutelaba,19th Nov 2022,Ricky Turcios,1.62,Kevin Natividad,2.71,Favourite
UFC Fight Night: Nzechukwu vs. Cutelaba,19th Nov 2022,Vanessa Demopoulos,1.95,Maria Oliveira,1.98,Favourite
UFC Fight Night: Nzechukwu vs. Cutelaba,19th Nov 2022,Brady Hiestand,1.58,Fernando Garcia,2.63,Favourite
UFC Fight Night: Nzechukwu vs. Cutelaba,19th Nov 2022,Natalia Cristina da Silva,1.61,Tereza Bleda,2.43,Favourite
UFC Fight Night: Thompson vs. Holland,3rd Dec 2022,Kevin Holland,1.62,Stephen Thompson,2.69,Underdog
UFC Fight Night: Thompson vs. Holland,3rd Dec 2022,Rafael dos Anjos,1.25,Bryan Barberena,4.8,Favourite
UFC Fight Night: Thompson vs. Holland,3rd Dec 2022,Matheus Nicolau,1.26,Matt Schnell,4.2,Favourite
UFC Fight Night: Thompson vs. Holland,3rd Dec 2022,Sergey Pavlovich,1.59,Tai Tuivasa,2.7,Favourite
UFC Fight Night: Thompson vs. Holland,3rd Dec 2022,Jack Hermansson,1.5,Roman Dolidze,2.95,Underdog
UFC Fight Night: Thompson vs. Holland,3rd Dec 2022,Kyle Daukaus,1.44,Eryk Anders,3.2,Underdog
UFC Fight Night: Thompson vs. Holland,3rd Dec 2022,Phil Rowe,2.0,Niko Price,2.05,Favourite
UFC Fight Night: Thompson vs. Holland,3rd Dec 2022,Emily Ducote,1.77,Angela Hill,2.4,Underdog
UFC Fight Night: Thompson vs. Holland,3rd Dec 2022,Scott Holtzman,1.56,Clay Guida,2.98,Underdog
UFC Fight Night: Thompson vs. Holland,3rd Dec 2022,Marc Diakiese,1.3,Michael Johnson,4.2,Underdog
UFC Fight Night: Thompson vs. Holland,3rd Dec 2022,Jonathan Pearce,1.21,Darren Elkins,5.6,Favourite
UFC Fight Night: Thompson vs. Holland,3rd Dec 2022,Genaro Valdez,inf,Natan Levy,inf,Underdog
UFC Fight Night: Thompson vs. Holland,3rd Dec 2022,Francis Marshall,1.61,Marcelo Rojo,2.63,Favourite
UFC Fight Night: Thompson vs. Holland,3rd Dec 2022,Yazmin Jauregui,1.32,Istela Nunes,3.85,Favourite
UFC 282,10th Dec 2022,Magomed Ankalaev,1.3,Jan Blachowicz,3.75,Draw
UFC 282,10th Dec 2022,Paddy Pimblett,1.43,Jared Gordon,3.25,Favourite
UFC 282,10th Dec 2022,Santiago Ponzinibbio,1.7,Alex Morono,2.5,Favourite
UFC 282,10th Dec 2022,Dricus Du Plessis,1.55,Darren Till,2.8,Favourite
